id,diffs,name
1911105!item.en-US,"{""review_count"": {""old"": ""70"", ""new"": ""71""}, ""review_ratings"": {""old"": ""4.7571001052856445"", ""new"": ""4.70419979095459""}}","Starbucks Pike Place Roast Coffee, Medum Roast, Ground, 32 oz"
1917654!item.en-US,"{""review_count"": {""old"": ""138"", ""new"": ""139""}, ""review_ratings"": {""old"": ""4.68120002746582"", ""new"": ""4.683499813079834""}}","AG1 Daily Foundational Nutrition, 40-count"
1919326!item.en-US,"{""review_count"": {""old"": ""1135"", ""new"": ""1137""}, ""review_ratings"": {""old"": ""4.77269983291626"", ""new"": ""4.773099899291992""}}","Bounty Advanced Paper Towels, 2-Ply, 103 Sheets, 12-count"
1919858!item.en-US,"{""review_count"": {""old"": ""1382"", ""new"": ""1389""}, ""review_ratings"": {""old"": ""4.4899001121521"", ""new"": ""4.48960018157959""}}","Kirkland Signature Favorites Candy Variety, 90 oz"
1939211!item.en-US,"{""review_count"": {""old"": ""47"", ""new"": ""48""}, ""review_ratings"": {""old"": ""4.702099800109863"", ""new"": ""4.7083001136779785""}}","Ekone Original Smoked Oysters, 8 Pack"
1939579!item.en-US,"{""review_count"": {""old"": ""140"", ""new"": ""141""}, ""review_ratings"": {""old"": ""4.42140007019043"", ""new"": ""4.42549991607666""}}","Blueland Toilet Bowl Cleaner Tablets, Peppermint Eucalyptus, 60-count"
1939658!item.en-US,"{""review_count"": {""old"": ""116"", ""new"": ""117""}, ""review_ratings"": {""old"": ""4.5345001220703125"", ""new"": ""4.53849983215332""}}","Blueland Dishwasher Detergent Tablets, Fragrance-Free, 220-count"
1940909!item.en-US,"{""review_count"": {""old"": ""5"", ""new"": ""6""}, ""review_ratings"": {""old"": ""4.800000190734863"", ""new"": ""4.5""}}","Kirkland Signature Daily Dry Facial Towels, 200-count"
1941128!item.en-US,"{""review_count"": {""old"": ""66"", ""new"": ""67""}, ""review_ratings"": {""old"": ""4.742400169372559"", ""new"": ""4.746300220489502""}}","Bai Antioxidant Beverage, Coconut Variety Pack, 18 fl oz, 15-count"
194192!item.en-US,"{""review_count"": {""old"": ""381"", ""new"": ""382""}, ""review_ratings"": {""old"": ""4.160099983215332"", ""new"": ""4.162300109863281""}}","Marathon 100% Recycled Paper Towel, Brown, 1-Ply, 350 ft Rolls, 12-count"
1943147!item.en-US,"{""review_count"": {""old"": ""36"", ""new"": ""37""}, ""review_ratings"": {""old"": ""3.1110999584198"", ""new"": ""3.1621999740600586""}}","Starbucks Season's Cheer Blend Coffee, Medium Roast, Whole Bean, 2 lbs"
1946155!item.en-US,"{""review_count"": {""old"": ""12"", ""new"": ""14""}, ""review_ratings"": {""old"": ""4.8333001136779785"", ""new"": ""4.571400165557861""}}",SLAPP Organic Variety Pack Daily Booster Shots  48-count
1946980!item.en-US,"{""review_count"": {""old"": ""35"", ""new"": ""36""}, ""review_ratings"": {""old"": ""4.714300155639648"", ""new"": ""4.7221999168396""}}","Poppi Soda, Juicy Faves Variety Pack, 12 fl oz, 15-count"
1949690!item.en-US,"{""review_count"": {""old"": ""83"", ""new"": ""84""}, ""review_ratings"": {""old"": ""4.747000217437744"", ""new"": ""4.75""}}","Febreze Air Mist Odor-Fighting Air Freshener, Variety Pack, 8.1 fl oz, 4-count"
1950285!item.en-US,"{""price"": {""old"": ""27.99"", ""new"": ""39.99""}, ""listPrice"": {""old"": ""27.99"", ""new"": ""39.99""}}","Dropps Ultrawash Biobased* Power Dishwasher Detergent Pacs, Lemon Citrus, 128-count"
1951907!item.en-US,"{""review_count"": {""old"": ""77"", ""new"": ""78""}, ""review_ratings"": {""old"": ""4.792200088500977"", ""new"": ""4.794899940490723""}}",Comvita Certified UMF 18+ (MGO 696+) Raw Manuka Honey (17.6 oz)
1952!item.en-US,"{""price"": {""old"": ""9.99"", ""new"": ""12.99""}, ""listPrice"": {""old"": ""14.99"", ""new"": ""17.99""}, ""review_count"": {""old"": ""884"", ""new"": ""886""}, ""review_ratings"": {""old"": ""4.748899936676025"", ""new"": ""4.7494001388549805""}}","Nature Valley Sweet and Salty Granola Bar, Peanut, 1.2 oz, 48-count"
1954666!item.en-US,"{""review_count"": {""old"": ""31"", ""new"": ""34""}, ""review_ratings"": {""old"": ""2.225800037384033"", ""new"": ""2.323499917984009""}}","Tender Soft Paper Towels, 2-ply, 110 Sheets, 12 Rolls"
1954839!item.en-US,"{""review_count"": {""old"": ""5"", ""new"": ""7""}}","Godiva Masterpieces Dark Chocolate Ganache, 15.1 oz., 4-pack, 60.4 oz. Total"
1956343!item.en-US,"{""review_count"": {""old"": ""46"", ""new"": ""47""}, ""review_ratings"": {""old"": ""4.695700168609619"", ""new"": ""4.6809000968933105""}}","Dunkin' Donuts Original Blend Coffee, Medium Roast, Ground, 40 oz"
1957384!item.en-US,"{""review_count"": {""old"": ""29"", ""new"": ""31""}, ""review_ratings"": {""old"": ""4.379300117492676"", ""new"": ""4.419400215148926""}}","Mars Minis Chocolate Candy, Variety Pack, 200-count"
1965229!item.en-US,"{""review_count"": {""old"": ""17"", ""new"": ""18""}, ""review_ratings"": {""old"": ""4.294099807739258"", ""new"": ""4.2778000831604""}}","Caboo Bamboo Facial Tissue, 3-Ply, 60 Sheets, 12-count"
1966096!item.en-US,"{""review_count"": {""old"": ""52"", ""new"": ""53""}, ""review_ratings"": {""old"": ""4.692299842834473"", ""new"": ""4.622600078582764""}}","Terra Delyssa First Cold Press Extra Virgin Olive Oil, 25.5 fl oz, 3-pack"
1968949!item.en-US,"{""review_count"": {""old"": ""13"", ""new"": ""14""}, ""review_ratings"": {""old"": ""4.6153998374938965"", ""new"": ""4.357100009918213""}}",The Pink Stuff Miracle Cleaning Bundle
1972059!item.en-US,"{""price"": {""old"": ""29.89"", ""new"": ""39.99""}, ""listPrice"": {""old"": ""29.89"", ""new"": ""39.99""}}","Cleancult Liquid Dish Soap, Lemon Verbena, 32 fl oz, 6-count"
1974176!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""3""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.6666998863220215""}}","SPAM Variety Gift Set, 9 Tins With Slicer, 108 oz. Total"
1975671!item.en-US,"{""deliveryStatus"": {""old"": ""in stock"", ""new"": ""out of stock""}, ""availability"": {""old"": ""in stock"", ""new"": ""out of stock""}}","Uncle Myron's Holiday Popcorn Cones, Variety Pack, 48 Total Cones"
1976033!item.en-US,"{""review_count"": {""old"": ""30"", ""new"": ""31""}, ""review_ratings"": {""old"": ""4.5"", ""new"": ""4.51609992980957""}}","Béquet Chocolate Caramel Cups 17.1 oz., 2-pack"
1977125!item.en-US,"{""review_count"": {""old"": ""6"", ""new"": ""7""}}","Package Free The Simplest Powder Laundry Detergent, Lavender, 300 Loads, 158 oz"
1980193!item.en-US,"{""review_count"": {""old"": ""1"", ""new"": ""2""}, ""review_ratings"": {""old"": ""5.0"", ""new"": ""4.0""}}",Blue Magic Seafood Golden Tile Fish Fillets 10 lbs. 8-16oz Portions
1984539!item.en-US,"{""review_count"": {""old"": ""46"", ""new"": ""48""}, ""review_ratings"": {""old"": ""4.739099979400635"", ""new"": ""4.75""}}","Charmin Ultra Soft Bath Tissue, 2-Ply, 213 Sheets, 30 Rolls"
1984704!item.en-US,"{""review_count"": {""old"": ""13"", ""new"": ""14""}, ""review_ratings"": {""old"": ""4.230800151824951"", ""new"": ""4.071400165557861""}}","Cleancult Toilet Bowl Cleaner Sheets, Fresh Lemon, 256-count"
1985132!item.en-US,"{""review_count"": {""old"": ""6"", ""new"": ""7""}, ""review_ratings"": {""old"": ""4.1666998863220215"", ""new"": ""4.857100009918213""}}","Vacaville Fruit Company Dried Fruit & Nut Wood Gift Tray, 40 oz"
1985217!item.en-US,"{""review_count"": {""old"": ""5"", ""new"": ""6""}, ""review_ratings"": {""old"": ""4.199999809265137"", ""new"": ""4.3333001136779785""}}","Godiva Goldmark Assorted Chocolate Gift Box, 4 Pack, 108 Total Pieces"
1985650!item.en-US,"{""review_count"": {""old"": ""3"", ""new"": ""4""}, ""review_ratings"": {""old"": ""4.6666998863220215"", ""new"": ""4.75""}}","Borgo de’ Medici Advent Calendar - Roma, Venezia & Capri 3 Pack Bundle, 36 Total Cookies"
1996939!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""1""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""5.0""}}","Northern Wild Chef's Blend Cultivated Mushrooms, King Oyster, Maitake, French Horn, 3 lbs or 5 lbs"
202195!item.en-US,"{""review_count"": {""old"": ""205"", ""new"": ""206""}, ""review_ratings"": {""old"": ""4.726799964904785"", ""new"": ""4.7281999588012695""}}","SPAM, 25% Less Sodium, 12 oz, 8-Count"
203444!item.en-US,"{""review_count"": {""old"": ""5143"", ""new"": ""5147""}, ""review_ratings"": {""old"": ""4.8282999992370605"", ""new"": ""4.828400135040283""}}","Kirkland Signature Pecan Halves, 2 lbs"
208551!item.en-US,"{""review_count"": {""old"": ""1995"", ""new"": ""1996""}, ""review_ratings"": {""old"": ""4.757900238037109"", ""new"": ""4.757999897003174""}}","Swanson Chicken Broth 33% Less Sodium, 14.5 oz, 12-count"
213520!item.en-US,"{""review_count"": {""old"": ""468"", ""new"": ""469""}, ""review_ratings"": {""old"": ""4.497900009155273"", ""new"": ""4.498899936676025""}}","International Delight Liquid Creamer, Hazelnut, 192-count"
21369!item.en-US,"{""review_count"": {""old"": ""6"", ""new"": ""7""}, ""review_ratings"": {""old"": ""4.8333001136779785"", ""new"": ""4.857100009918213""}}","Sour Punch Straws, Blue Raspberry, 2 oz, 24-count"
2171!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""15""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.466700077056885""}}","DaVinci Classic Syrup, Hazelnut, 25.4 oz"
2173!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""9""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.6666998863220215""}}","DaVinci French Vanilla Syrup, 25.4 oz"
2177!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""20""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.75""}}","DaVinci Classic Syrup, Caramel, 25.4 oz"
2178!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""32""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.5625""}}","DaVinci Sugar Free Syrup, Vanilla, 25.4 oz"
2189436!item.en-US,"{""review_count"": {""old"": ""12178"", ""new"": ""12180""}, ""review_ratings"": {""old"": ""4.6645002365112305"", ""new"": ""4.664599895477295""}}","Clorox Disinfecting Wipes, Variety Pack, 85-count, 5-pack"
2194736!item.en-US,"{""review_count"": {""old"": ""1853"", ""new"": ""1857""}, ""review_ratings"": {""old"": ""4.69350004196167"", ""new"": ""4.693600177764893""}}","Peet’s Coffee Holiday Blend Single Serve Pods, 60-count"
2194737!item.en-US,"{""review_count"": {""old"": ""9214"", ""new"": ""9217""}, ""review_ratings"": {""old"": ""4.7631001472473145"", ""new"": ""4.763199806213379""}}","Peet's Coffee Decaf House Blend K-Cup Coffee Pods, 60-count"
22000!item.en-US,"{""review_count"": {""old"": ""81"", ""new"": ""82""}, ""review_ratings"": {""old"": ""4.654300212860107"", ""new"": ""4.6585001945495605""}}","Hershey's King Size Milk Chocolate Bars, 2.6 oz, 18-count"
22100!item.en-US,"{""review_count"": {""old"": ""42"", ""new"": ""43""}, ""review_ratings"": {""old"": ""4.8333001136779785"", ""new"": ""4.837200164794922""}}","Hershey's Milk Chocolate with Almonds, King Size, 18-count"
221663!item.en-US,"{""review_count"": {""old"": ""1552"", ""new"": ""1553""}, ""review_ratings"": {""old"": ""4.740300178527832"", ""new"": ""4.740499973297119""}}","Kleenex Ultra Soft Facial Tissue, 3-Ply, 85-count, 12-pack"
2218587!item.en-US,"{""review_count"": {""old"": ""389"", ""new"": ""390""}, ""review_ratings"": {""old"": ""4.588699817657471"", ""new"": ""4.589700222015381""}}","Swiffer Duster Heavy Duty Dusting Kit, 1 Handle + 17 Refills"
2222019!item.en-US,"{""review_count"": {""old"": ""2599"", ""new"": ""2601""}, ""review_ratings"": {""old"": ""4.75029993057251"", ""new"": ""4.750500202178955""}}","Kirkland Signature Organic Ancient Grain Granola, 35.3 oz"
222490!item.en-US,"{""review_count"": {""old"": ""6651"", ""new"": ""6655""}, ""review_ratings"": {""old"": ""4.790900230407715"", ""new"": ""4.7906999588012695""}}","Kirkland Signature Super Extra-Large Peanuts, 2.5 lbs"
2322010!item.en-US,"{""review_count"": {""old"": ""482"", ""new"": ""486""}, ""review_ratings"": {""old"": ""4.180500030517578"", ""new"": ""4.172800064086914""}}","Kirkland Signature Alkaline AA Batteries, 48-count"
2322011!item.en-US,"{""review_count"": {""old"": ""557"", ""new"": ""558""}, ""review_ratings"": {""old"": ""4.420100212097168"", ""new"": ""4.42110013961792""}}","Kirkland Signature Alkaline AAA Batteries, 48-count"
253531!item.en-US,"{""review_count"": {""old"": ""5157"", ""new"": ""5160""}, ""review_ratings"": {""old"": ""4.6707000732421875"", ""new"": ""4.670899868011475""}}",Kirkland Signature Small Formula Chicken & Vegetable Dog Food 20 lb.
2581!item.en-US,"{""review_count"": {""old"": ""0"", ""new"": ""40""}, ""review_ratings"": {""old"": ""0.0"", ""new"": ""4.599999904632568""}}","DaVinci Sugar Free Caramel Syrup, 25.4 oz"
2662877!item.en-US,"{""review_count"": {""old"": ""3250"", ""new"": ""3252""}, ""review_ratings"": {""old"": ""4.5625"", ""new"": ""4.562699794769287""}}","Lysol Advanced Toilet Bowl Cleaner, 32 fl oz, 4-count"
26761!item.en-US,"{""review_count"": {""old"": ""251"", ""new"": ""252""}, ""review_ratings"": {""old"": ""4.434299945831299"", ""new"": ""4.436500072479248""}}","Kirkland Signature Plastic Food Wrap, 12 in x 3,000 ft"
2719640!item.en-US,"{""review_count"": {""old"": ""923"", ""new"": ""926""}, ""review_ratings"": {""old"": ""4.834199905395508"", ""new"": ""4.834799766540527""}}","Tim Hortons Coffee Original Blend K-Cup Pod, 110-count"
2727590!item.en-US,"{""review_count"": {""old"": ""408"", ""new"": ""409""}, ""review_ratings"": {""old"": ""4.816199779510498"", ""new"": ""4.8165998458862305""}}","Cascade Platinum Plus Dishwasher Detergent ActionPacs, Fresh, 82-count"
279783!item.en-US,"{""review_count"": {""old"": ""2808"", ""new"": ""2810""}, ""review_ratings"": {""old"": ""4.721499919891357"", ""new"": ""4.721700191497803""}}","Kirkland Signature, Bacon Crumbles, 20 oz"
284601!item.en-US,"{""review_count"": {""old"": ""4423"", ""new"": ""4424""}, ""review_ratings"": {""old"": ""4.785200119018555"", ""new"": ""4.785299777984619""}}","Kirkland Signature Supreme Whole Almonds, 3 lbs"
296917!item.en-US,"{""review_count"": {""old"": ""1759"", ""new"": ""1761""}, ""review_ratings"": {""old"": ""4.844799995422363"", ""new"": ""4.84499979019165""}}","Dixie Ultra 20 oz Paper Bowl, 135-count"
3006152!item.en-US,"{""review_count"": {""old"": ""60"", ""new"": ""61""}, ""review_ratings"": {""old"": ""4.033299922943115"", ""new"": ""4.049200057983398""}}","Bounce Select a Size Fabric Softener Dryer Sheets, Outdoor Fresh, 400-count"
316689!item.en-US,"{""review_count"": {""old"": ""536"", ""new"": ""537""}, ""review_ratings"": {""old"": ""4.651100158691406"", ""new"": ""4.651800155639648""}}","Lotus Foods, Organic Millet & Brown Rice Ramen, 2.5 oz, 12-Count"
320888!item.en-US,"{""review_count"": {""old"": ""696"", ""new"": ""708""}, ""review_ratings"": {""old"": ""4.71120023727417"", ""new"": ""4.706200122833252""}}","Hershey's Variety Pack, 30-count"
325821!item.en-US,"{""review_count"": {""old"": ""124"", ""new"": ""125""}, ""review_ratings"": {""old"": ""4.629000186920166"", ""new"": ""4.631999969482422""}}","Mentos, Mint, 1.32 oz, 15-count"
3427647!item.en-US,"{""review_count"": {""old"": ""1666"", ""new"": ""1669""}, ""review_ratings"": {""old"": ""4.681300163269043"", ""new"": ""4.678899765014648""}}","Charmin Ultra Strong Bath Tissue, 2-Ply, 220 Sheets, 30 Rolls"
364934!item.en-US,"{""review_count"": {""old"": ""1377"", ""new"": ""1378""}, ""review_ratings"": {""old"": ""4.793000221252441"", ""new"": ""4.7932000160217285""}}","V8, Original Vegetable Juice, 11.5 fl oz, 28-Count"
3704330!item.en-US,"{""review_count"": {""old"": ""881"", ""new"": ""885""}}","Tully's Coffee Hawaiian Blend K-Cups Pods, 80-count"
3719640!item.en-US,"{""review_count"": {""old"": ""54"", ""new"": ""55""}, ""review_ratings"": {""old"": ""4.8333001136779785"", ""new"": ""4.81820011138916""}}","Tim Hortons Coffee 100% Colombian K-Cup Pod, 110-Count"
376052!item.en-US,"{""review_count"": {""old"": ""1937"", ""new"": ""1938""}, ""review_ratings"": {""old"": ""4.747000217437744"", ""new"": ""4.747200012207031""}}","Kirkland Signature Almonds, Milk Chocolate, 3 lb"
376610!item.en-US,"{""review_count"": {""old"": ""46"", ""new"": ""47""}, ""review_ratings"": {""old"": ""4.413000106811523"", ""new"": ""4.42549991607666""}}","Snickers Chocolate Candy Bars, Share Size, 3.29 oz, 24 count"
3818035!item.en-US,"{""review_count"": {""old"": ""437"", ""new"": ""438""}, ""review_ratings"": {""old"": ""4.720799922943115"", ""new"": ""4.721499919891357""}}","The Original Donut Shop Coffee K-Cup Pod, 80-count"
384732!item.en-US,"{""review_count"": {""old"": ""1275"", ""new"": ""1276""}, ""review_ratings"": {""old"": ""4.777299880981445"", ""new"": ""4.7743000984191895""}}","Kirkland Signature, Pure Sea Salt, 30 oz"
3869!item.en-US,"{""review_count"": {""old"": ""164"", ""new"": ""165""}, ""review_ratings"": {""old"": ""4.615900039672852"", ""new"": ""4.618199825286865""}}","Charms Blow Pop, 0.65 oz, Assorted Bubble Gum Filled Pops, 100-count"
3882772!item.en-US,"{""review_count"": {""old"": ""1616"", ""new"": ""1617""}, ""review_ratings"": {""old"": ""4.8119001388549805"", ""new"": ""4.809500217437744""}}","Starbucks Coffee Holiday Blend K-Cup Pod, 72-count"
401621!item.en-US,"{""review_count"": {""old"": ""758"", ""new"": ""759""}, ""review_ratings"": {""old"": ""4.635900020599365"", ""new"": ""4.63640022277832""}}","Hershey's Nuggets Assortment, Variety Pack, 145-count"
401980!item.en-US,"{""review_count"": {""old"": ""328"", ""new"": ""329""}, ""review_ratings"": {""old"": ""4.634099960327148"", ""new"": ""4.635300159454346""}}","Hershey's Miniatures, Variety Pack, 56 oz"
4054232!item.en-US,"{""review_count"": {""old"": ""4692"", ""new"": ""4702""}, ""review_ratings"": {""old"": ""4.812900066375732"", ""new"": ""4.81279993057251""}}","Kirkland Signature Coffee Organic Pacific Bold K-Cup Pod, 120-count"
4054238!item.en-US,"{""review_count"": {""old"": ""2442"", ""new"": ""2448""}, ""review_ratings"": {""old"": ""4.802999973297119"", ""new"": ""4.803100109100342""}}","Kirkland Signature Coffee Organic Breakfast Blend K-Cup Pod, 120-count"
4054240!item.en-US,"{""review_count"": {""old"": ""6656"", ""new"": ""6667""}, ""review_ratings"": {""old"": ""4.716300010681152"", ""new"": ""4.716100215911865""}}","Kirkland Signature Coffee Organic House Decaf K-Cup Pod, 120-count"
4092988!item.en-US,"{""deliveryStatus"": {""old"": ""in stock"", ""new"": ""out of stock""}, ""availability"": {""old"": ""in stock"", ""new"": ""out of stock""}}","Starbucks by Nespresso Original Line Variety Pack Capsules, 60 Count"
4160408!item.en-US,"{""review_count"": {""old"": ""51"", ""new"": ""52""}, ""review_ratings"": {""old"": ""4.803899765014648"", ""new"": ""4.807700157165527""}}","Tide Plus with Ultra Downy Liquid Laundry Detergent, April Fresh, 100 Loads, 128 fl oz"
4160644!item.en-US,"{""review_count"": {""old"": ""202"", ""new"": ""204""}, ""review_ratings"": {""old"": ""4.381199836730957"", ""new"": ""4.382299900054932""}}","Gain +Oxi Liquid Laundry Detergent, Original, 159 Loads, 170 fl oz"
4165769!item.en-US,"{""review_count"": {""old"": ""2010"", ""new"": ""2011""}, ""review_ratings"": {""old"": ""4.731299877166748"", ""new"": ""4.730999946594238""}}","Kirkland Signature Facial Tissue, 3-Ply, 84-count, 12-pack"
42600!item.en-US,"{""review_count"": {""old"": ""296"", ""new"": ""298""}, ""review_ratings"": {""old"": ""4.554100036621094"", ""new"": ""4.557000160217285""}}","Reese's Peanut Butter Cups, Miniatures, 0.31 oz, 105-count"
426292!item.en-US,"{""review_count"": {""old"": ""1790"", ""new"": ""1791""}, ""review_ratings"": {""old"": ""4.8084001541137695"", ""new"": ""4.808499813079834""}}","Arm & Hammer, Pure Baking Soda, 13.5 lbs"
427786!item.en-US,"{""review_count"": {""old"": ""416"", ""new"": ""417""}, ""review_ratings"": {""old"": ""4.646599769592285"", ""new"": ""4.647500038146973""}}","Tang, Drink Mix, Orange, 72 oz"
43607!item.en-US,"{""review_count"": {""old"": ""2696"", ""new"": ""2697""}, ""review_ratings"": {""old"": ""4.708099842071533"", ""new"": ""4.708199977874756""}}","Quaker, Simply Granola, 34.5 oz, 2-Count"
437484!item.en-US,"{""review_count"": {""old"": ""2051"", ""new"": ""2052""}, ""review_ratings"": {""old"": ""4.707900047302246"", ""new"": ""4.708099842071533""}}","Lavazza Caffé Espresso 100% Premium Arabica Coffee, Whole Bean, 2.2 lbs"
438634!item.en-US,"{""review_count"": {""old"": ""329"", ""new"": ""330""}, ""review_ratings"": {""old"": ""4.6230998039245605"", ""new"": ""4.624199867248535""}}","Lance Toasty Cracker Sandwiches, 1.29 oz, 40-count"
438655!item.en-US,"{""review_count"": {""old"": ""513"", ""new"": ""514""}, ""review_ratings"": {""old"": ""4.539999961853027"", ""new"": ""4.540900230407715""}}","Lance Sandwich Crackers, Toastchee, 1.52 oz, 40-count"
445363!item.en-US,"{""review_count"": {""old"": ""1006"", ""new"": ""1007""}, ""review_ratings"": {""old"": ""4.720699787139893"", ""new"": ""4.7210001945495605""}}","York Dark Chocolate Peppermint Patties, 84 oz, 175-count"
446586!item.en-US,"{""review_count"": {""old"": ""3115"", ""new"": ""3116""}}","Quaker Oats Old Fashioned Rolled Oats, 10 lbs"
46242!item.en-US,"{""review_count"": {""old"": ""3966"", ""new"": ""3968""}, ""review_ratings"": {""old"": ""4.758200168609619"", ""new"": ""4.758299827575684""}}","Kirkland Signature Decaffeinated Coffee, Dark Roast, 3 lbs"
468745!item.en-US,"{""review_count"": {""old"": ""63"", ""new"": ""64""}, ""review_ratings"": {""old"": ""4.841300010681152"", ""new"": ""4.843699932098389""}}","E.Frutti Gummi Mini Burger, 60-count"
473590!item.en-US,"{""review_count"": {""old"": ""75"", ""new"": ""76""}, ""review_ratings"": {""old"": ""4.7733001708984375"", ""new"": ""4.776299953460693""}}","Kam Yen Jan Chinese Style Sausage, 21 oz., 2-count"
477403!item.en-US,"{""review_count"": {""old"": ""267"", ""new"": ""268""}, ""review_ratings"": {""old"": ""4.614200115203857"", ""new"": ""4.615699768066406""}}","Del Monte, Canned Cut Green Beans, 14.5 oz, 12-Count"
4873222!item.en-US,"{""review_count"": {""old"": ""2762"", ""new"": ""2763""}, ""review_ratings"": {""old"": ""4.725900173187256"", ""new"": ""4.72599983215332""}}","All Free & Clear Plus+ Liquid Laundry Detergent, 160 Loads, 200 fl oz"
51070!item.en-US,"{""review_count"": {""old"": ""6890"", ""new"": ""6891""}, ""review_ratings"": {""old"": ""4.682700157165527"", ""new"": ""4.682799816131592""}}","Kirkland Signature, Chicken Breast, 12.5 oz, 6-Count"
512086!item.en-US,"{""review_count"": {""old"": ""1920"", ""new"": ""1921""}, ""review_ratings"": {""old"": ""4.485899925231934"", ""new"": ""4.4857001304626465""}}",Kirkland Signature Healthy Weight Cat Food 20 lbs.
512599!item.en-US,"{""review_count"": {""old"": ""36817"", ""new"": ""36834""}, ""review_ratings"": {""old"": ""4.815499782562256"", ""new"": ""4.815400123596191""}}","Kirkland Signature Paper Towels, 2-Ply, 160 Sheets, 12 Individually Wrapped Rolls"
5161251!item.en-US,"{""price"": {""old"": ""19.99"", ""new"": ""23.99""}, ""listPrice"": {""old"": ""19.99"", ""new"": ""23.99""}, ""review_count"": {""old"": ""226"", ""new"": ""228""}, ""review_ratings"": {""old"": ""4.849599838256836"", ""new"": ""4.846499919891357""}}","Downy Unstopables In-Wash Scent Booster Beads, Fresh, 39.9 oz"
516822!item.en-US,"{""review_count"": {""old"": ""4514"", ""new"": ""4517""}, ""review_ratings"": {""old"": ""4.815899848937988"", ""new"": ""4.815999984741211""}}","Kirkland Signature, Organic Chicken Stock, 32 fl oz, 6-Count"
520576!item.en-US,"{""review_count"": {""old"": ""1529"", ""new"": ""1530""}, ""review_ratings"": {""old"": ""4.680799961090088"", ""new"": ""4.681000232696533""}}","ECOS Liquid Laundry Detergent, Magnolia & Lily, 210 Loads, 210 fl oz, 2-count"
521658!item.en-US,"{""review_count"": {""old"": ""1071"", ""new"": ""1072""}, ""review_ratings"": {""old"": ""4.745999813079834"", ""new"": ""4.746300220489502""}}","Ferrero Rocher, Milk Chocolate Hazelnut Candy, 21.2 oz, 48 Count"
522107!item.en-US,"{""price"": {""old"": ""7.99"", ""new"": ""8.49""}, ""listPrice"": {""old"": ""7.99"", ""new"": ""8.49""}}","General Mills, Cheerios Cereal, 20.35 oz, 2-Count"
52296!item.en-US,"{""review_count"": {""old"": ""2745"", ""new"": ""2748""}, ""review_ratings"": {""old"": ""4.6367998123168945"", ""new"": ""4.637199878692627""}}",Kirkland Signature Chicken and Rice Cat Food 25 lbs.
545345!item.en-US,"{""review_count"": {""old"": ""2924"", ""new"": ""2923""}, ""review_ratings"": {""old"": ""4.8053998947143555"", ""new"": ""4.806700229644775""}}","Kirkland Signature In-Shell Pistachios, Salted, 3 lbs"
553499!item.en-US,"{""review_count"": {""old"": ""3688"", ""new"": ""3689""}}","Kirkland Signature, Sunsweet Whole Dried Plums, 3.5 lbs"
55872!item.en-US,"{""review_count"": {""old"": ""956"", ""new"": ""957""}, ""review_ratings"": {""old"": ""4.515699863433838"", ""new"": ""4.51200008392334""}}","Marathon Paper Towel, C-Fold, 2-Ply, 200 Sheets, 12-count"
560519!item.en-US,"{""review_count"": {""old"": ""1362"", ""new"": ""1363""}, ""review_ratings"": {""old"": ""4.791500091552734"", ""new"": ""4.791600227355957""}}","WildRoot's Coastal Berry Trail Mix, 26 oz"
565033!item.en-US,"{""review_count"": {""old"": ""1165"", ""new"": ""1167""}, ""review_ratings"": {""old"": ""4.360499858856201"", ""new"": ""4.3572998046875""}}","Marathon Bath Tissue, 2-Ply, 470 Sheets, 48 Rolls"
603382!item.en-US,"{""review_count"": {""old"": ""2754"", ""new"": ""2755""}, ""review_ratings"": {""old"": ""4.581699848175049"", ""new"": ""4.5817999839782715""}}","Plaza Osetra Farmed Bulgarian Sturgeon Caviar, 2 oz, 3-pack"
620850!item.en-US,"{""review_count"": {""old"": ""1045"", ""new"": ""1046""}, ""review_ratings"": {""old"": ""4.607699871063232"", ""new"": ""4.607999801635742""}}","Nestlé Coffee-mate Liquid Creamer, Original, 180-count"
622061!item.en-US,"{""review_count"": {""old"": ""931"", ""new"": ""932""}, ""review_ratings"": {""old"": ""4.714300155639648"", ""new"": ""4.714600086212158""}}","Snyder's of Hanover Mini Pretzels, 0.9 oz, 60-count"
625994!item.en-US,"{""review_count"": {""old"": ""1631"", ""new"": ""1632""}, ""review_ratings"": {""old"": ""4.619900226593018"", ""new"": ""4.620100021362305""}}","Clorox ToiletWand Disposable Toilet Cleaning System, Rainforest Rush, 1 Wand & 36 Refills"
6262016!item.en-US,"{""review_count"": {""old"": ""17276"", ""new"": ""17283""}}","Kirkland Signature Bath Tissue, 2-Ply, 380 Sheets, 30 Rolls"
